_startofquery
"Current Time: 10/07/2022 20:49:40"
"Servername: LAPTOP-L0P7GP6U"
"Sample StartDate: 05/06/2022 10:00:51"
"Sample EndDate: 05/06/2022 10:31:51"
"Number of Data Samples:  9672"
Tagname:  	Date/Time: 	Value: 	Quality: 	Comments:
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:19 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:20 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:21 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:22 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:23 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:24 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:25 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:26 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:27 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:28 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:29 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:30 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:31 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:32 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:33 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:34 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:35 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:36 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:37 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:38 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:39 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:40 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:41 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:42 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:43 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:44 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:45 	300 	Good 	
SCADA1.PID0PIT1_SP.F_CV 	06/05/2022 10:05:46 	300 	Good 	
